news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
2126,2025-02-17,Government spending bill is expected to stimulate the economy,Barron's,Regulatory Changes,Aerospace & Defense,Government spending bill is expected to stimulate the economy | Regulatory Changes | Aerospace & Defense | Low | Positive | DAX,1,03077,0.806402,0.806402,0.0,0.0,positive,0.913673,1,0.990599
2127,2025-03-01,E-commerce earnings report beats all analyst expectations,Business Standard,Economic Data Release,Finance,E-commerce earnings report beats all analyst expectations | Economic Data Release | Finance | High | Positive | FTSE 100,1,03489,0.782759,0.782759,0.0,0.0,positive,0.681342,1,0.916091
2128,2025-06-12,China's Shanghai Composite falls after new trade restrictions,Financial Times,Regulatory Changes,Real Estate,China's Shanghai Composite falls after new trade restrictions | Regulatory Changes | Real Estate | Low | Russell 2000,1,02839,0.910391,0.810391,0.0,0.1,negative,0.949947,-1,0.694185
2129,2025-05-16,A massive data breach sends a tech company's stock tumbling,Bloomberg,Bond Market Fluctuation,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Bond Market Fluctuation | Media & Entertainment | High | Positive | DAX,1,03448,0.820099,0.820099,0.0,0.0,negative,0.890495,-1,0.637525
2130,2025-04-05,Consumer Discretionary stocks outperform as spending increases,Barron's,Economic Data Release,Materials,Consumer Discretionary stocks outperform as spending increases | Economic Data Release | Materials | Low | Positive | S&P/TSX Composite,1,03428,0.800121,0.800121,0.0,0.0,negative,0.789037,-1,0.64229
2131,2025-03-12,Supply chain issues impact manufacturing sector earnings,Mint,Inflation Data Release,Technology,Supply chain issues impact manufacturing sector earnings | Inflation Data Release | Technology | Low | KOSPI,1,03175,0.817869,0.817869,0.0,0.0,negative,0.681805,-1,0.678462
2132,2025-02-09,Utilities sector remains stable during market fluctuations,Times of India,IPO Launch,Materials,Utilities sector remains stable during market fluctuations | IPO Launch | Materials | Medium | Negative | S&P 500,1,03129,0.798017,0.798017,0.0,0.0,positive,0.80296,1,0.958211
2133,2025-06-13,Major oil spill sends energy stocks plummeting,Reuters,Inflation Data Release,Real Estate,Major oil spill sends energy stocks plummeting | Inflation Data Release | Real Estate | High | Neutral | Nikkei 225,1,03097,1.020204,0.820204,0.0,0.2,negative,0.95815,-1,0.775827
2134,2025-06-26,Government policy shift boosts renewable energy sector,CNBC,Economic Data Release,Healthcare,Government policy shift boosts renewable energy sector | Economic Data Release | Healthcare | Low | Negative | CAC 40,1,02809,0.794342,0.794342,0.0,0.0,positive,0.938796,1,0.980773
2135,2025-08-08,Central Bank's dovish tone hints at future rate cuts,Reuters,Market Rally,Consumer Goods,Central Bank's dovish tone hints at future rate cuts | Market Rally | Consumer Goods | High | Negative | ASX 200,1,03077,0.898055,0.798055,0.0,0.1,negative,0.433879,-1,0.800643
2136,2025-05-10,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Stock Market Crash,Energy,Massive stock buyback program announced by a consumer goods company | Stock Market Crash | Energy | Medium | Neutral | IBOVESPA,1,03179,0.815626,0.815626,0.0,0.0,neutral,0.685082,0,0.815626
2137,2025-04-08,"Global trade talks collapse, causing market turmoil",The Economist,Cryptocurrency Regulation,Real Estate,"Global trade talks collapse, causing market turmoil | Cryptocurrency Regulation | Real Estate | High | Positive | Nikkei 225",1,02840,0.915875,0.815875,0.0,0.1,negative,0.926468,-1,0.703743
2138,2025-07-04,A massive data breach sends a tech company's stock tumbling,Bloomberg,Government Policy Announcement,Aerospace & Defense,A massive data breach sends a tech company's stock tumbling | Government Policy Announcement | Aerospace & Defense | Low | Positive | S&P 500,1,03032,0.795569,0.795569,0.0,0.0,negative,0.890495,-1,0.618456
2139,2025-04-03,Consumer Discretionary stocks outperform as spending increases,Forbes,Interest Rate Change,Telecommunications,Consumer Discretionary stocks outperform as spending increases | Interest Rate Change | Telecommunications | High | Positive | NSE Nifty,1,03077,0.896316,0.796316,0.0,0.1,negative,0.789037,-1,0.719509
2140,2025-02-03,Financial services stocks rally on strong profit margins,Economic Times,Geopolitical Event,Consumer Goods,Financial services stocks rally on strong profit margins | Geopolitical Event | Consumer Goods | Low | TSX,1,03165,0.799967,0.799967,0.0,0.0,positive,0.883444,1,0.976649
2141,2025-02-10,New housing data release shows a slowdown in market activity,Mint,Bond Market Fluctuation,Healthcare,New housing data release shows a slowdown in market activity | Bond Market Fluctuation | Healthcare | Medium | Positive | Dow Jones,1,03077,0.806071,0.806071,0.0,0.0,negative,0.970689,-1,0.61046
2142,2025-03-07,,Business Standard,Cryptocurrency Regulation,Healthcare,nan | Cryptocurrency Regulation | Healthcare | Medium | Negative | Nasdaq Composite,1,03034,0.806205,0.806205,0.0,0.0,neutral,0.794831,0,0.806205
2143,2025-07-03,UK's FTSE 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Energy,UK's FTSE 100 sees a boost from favorable trade data | Government Policy Announcement | Energy | Medium | Positive | Shanghai Composite,1,03085,0.777816,0.777816,0.0,0.0,positive,0.94704,1,0.961972
2144,2025-03-04,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Major Merger/Acquisition,Materials,Nikkei 225 index benefits from a weaker yen | Major Merger/Acquisition | Materials | High | KOSPI,1,03153,0.821216,0.821216,0.0,0.0,negative,0.845792,-1,0.647572
2145,2025-05-08,Energy company's dividend hike excites shareholders,Investopedia,Inflation Data Release,Telecommunications,Energy company's dividend hike excites shareholders | Inflation Data Release | Telecommunications | High | Neutral | S&P/TSX Composite,1,03097,0.789321,0.789321,0.0,0.0,positive,0.553236,1,0.898491
2146,2025-05-11,Financial sector bracing for new capital requirements,Business Standard,Commodity Price Shock,Real Estate,Financial sector bracing for new capital requirements | Commodity Price Shock | Real Estate | High | Neutral | KOSPI,1,03081,1.015013,0.815013,0.0,0.2,negative,0.87031,-1,0.794169
2147,2025-03-19,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,IPO Launch,Media & Entertainment,Quarterly report shows surprising losses for retail giants | IPO Launch | Media & Entertainment | High | Positive | TSX,1,03032,0.79544,0.79544,0.0,0.0,negative,0.808206,-1,0.63472
2148,2025-02-24,Government spending bill is expected to stimulate the economy,CNBC,Commodity Price Shock,Real Estate,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Real Estate | Medium | Negative | Russell 2000,1,03081,0.998211,0.798211,0.0,0.2,positive,0.913673,1,1.226221
2149,2025-02-19,,The Hindu Business Line,Regulatory Changes,Transportation,nan | Regulatory Changes | Transportation | High | Negative | Hang Seng,1,02800,0.827356,0.827356,0.0,0.0,neutral,0.579696,0,0.827356
2150,2025-06-12,New IPO for a popular software firm is oversubscribed,CNBC,Regulatory Changes,Utilities,New IPO for a popular software firm is oversubscribed | Regulatory Changes | Utilities | High | Positive | Nasdaq Composite,1,03182,0.792835,0.792835,0.0,0.0,negative,0.952246,-1,0.604092
2151,2025-04-27,Financial services stocks rally on strong profit margins,Investopedia,Central Bank Meeting,Real Estate,Financial services stocks rally on strong profit margins | Central Bank Meeting | Real Estate | Medium | Neutral | KOSPI,1,03410,0.805936,0.805936,0.0,0.0,positive,0.883444,1,0.983936
2152,2025-08-13,Healthcare stocks gain on robust demand and strong outlook,Mint,Central Bank Meeting,Healthcare,Healthcare stocks gain on robust demand and strong outlook | Central Bank Meeting | Healthcare | Low | Negative | S&P 500,1,03129,0.781125,0.781125,0.0,0.0,positive,0.944635,1,0.965595
2153,2025-07-29,Aerospace and Defense sector sees rally amid geopolitical tensions,CNBC,Supply Chain Disruption,Telecommunications,Aerospace and Defense sector sees rally amid geopolitical tensions | Supply Chain Disruption | Telecommunications | Medium | Neutral | Euro Stoxx 50,1,03165,0.789836,0.789836,0.0,0.0,negative,0.516719,-1,0.687805
2154,2025-07-09,Consumer Discretionary stocks outperform as spending increases,Business Standard,Trade Tariffs Announcement,Utilities,Consumer Discretionary stocks outperform as spending increases | Trade Tariffs Announcement | Utilities | High | Neutral | Dow Jones,1,02846,0.795563,0.795563,0.0,0.0,negative,0.789037,-1,0.638631
2155,2025-07-01,Pharmaceutical company's drug approval drives stock upward,Business Standard,Unemployment Rate Announcement,Media & Entertainment,Pharmaceutical company's drug approval drives stock upward | Unemployment Rate Announcement | Media & Entertainment | High | Positive | DAX,1,02841,0.789237,0.789237,0.0,0.0,negative,0.662693,-1,0.658481
2156,2025-03-22,Government policy shift boosts renewable energy sector,Bloomberg,Economic Data Release,Real Estate,Government policy shift boosts renewable energy sector | Economic Data Release | Real Estate | High | S&P/TSX Composite,1,02809,0.784399,0.784399,0.0,0.0,positive,0.938796,1,0.968497
2157,2025-06-23,Mining company stock surges on commodity price boom,MarketWatch,Currency Devaluation,Retail,Mining company stock surges on commodity price boom | Currency Devaluation | Retail | Medium | Negative | S&P 500,1,03081,1.005562,0.805562,0.0,0.2,negative,0.916112,-1,0.77526
2158,2025-04-29,,Mint,Bond Market Fluctuation,Finance,nan | Bond Market Fluctuation | Finance | Medium | Negative | IBOVESPA,1,03077,0.834531,0.834531,0.0,0.0,neutral,0.767877,0,0.834531
2159,2025-05-18,Nikkei 225 index benefits from a weaker yen,Barron's,Corporate Earnings Report,Retail,Nikkei 225 index benefits from a weaker yen | Corporate Earnings Report | Retail | Medium | Neutral | Nikkei 225,1,03153,0.821154,0.821154,0.0,0.0,negative,0.845792,-1,0.647523
2160,2025-03-20,Record-high inflation data rattles investors,Times of India,Trade Tariffs Announcement,Energy,Record-high inflation data rattles investors | Trade Tariffs Announcement | Energy | High | Neutral | Dow Jones,1,03077,0.806693,0.806693,0.0,0.0,negative,0.940459,-1,0.617028
2161,2025-02-17,Real Estate sector shows signs of overheating as interest rates fall,Forbes,Government Policy Announcement,Materials,Real Estate sector shows signs of overheating as interest rates fall | Government Policy Announcement | Materials | Low | Negative | Nasdaq Composite,1,03077,0.896612,0.796612,0.0,0.1,negative,0.96423,-1,0.680477
2162,2025-03-23,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Economist,Geopolitical Event,Utilities,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Geopolitical Event | Utilities | Medium | Neutral | KOSPI,1,03477,0.799163,0.799163,0.0,0.0,positive,0.870487,1,0.973078
2163,2025-07-20,Bond yields tumble as investors seek safe havens,Investopedia,Cryptocurrency Regulation,Construction,Bond yields tumble as investors seek safe havens | Cryptocurrency Regulation | Construction | High | Neutral | Dow Jones,1,03077,0.824561,0.824561,0.0,0.0,negative,0.953942,-1,0.627915
2164,2025-04-21,"Global trade talks collapse, causing market turmoil",Reuters,Interest Rate Change,Pharmaceuticals,"Global trade talks collapse, causing market turmoil | Interest Rate Change | Pharmaceuticals | Low | Neutral | Shanghai Composite",1,02840,1.02053,0.82053,0.0,0.2,negative,0.926468,-1,0.784158
2165,2025-04-26,Healthcare stocks gain on robust demand and strong outlook,Bloomberg,Central Bank Meeting,Telecommunications,Healthcare stocks gain on robust demand and strong outlook | Central Bank Meeting | Telecommunications | Medium | Neutral | CAC 40,1,03186,0.784793,0.784793,0.0,0.0,positive,0.944635,1,0.970129
2166,2025-03-16,Manufacturing PMI data signals economic expansion,Financial Times,Stock Market Crash,Agriculture,Manufacturing PMI data signals economic expansion | Stock Market Crash | Agriculture | Medium | DAX,1,03077,0.816617,0.816617,0.0,0.0,positive,0.831785,1,0.986429
2167,2025-03-02,Financial sector bracing for new capital requirements,Bloomberg,Central Bank Meeting,Consumer Goods,Financial sector bracing for new capital requirements | Central Bank Meeting | Consumer Goods | Medium | Positive | IBOVESPA,1,03077,0.820657,0.820657,0.0,0.0,negative,0.87031,-1,0.6421
2168,2025-05-19,Semiconductor shortages weigh heavily on tech sector profits,The Hindu Business Line,Major Merger/Acquisition,Media & Entertainment,Semiconductor shortages weigh heavily on tech sector profits | Major Merger/Acquisition | Media & Entertainment | Low | Neutral | S&P 500,1,03486,0.90853,0.80853,0.0,0.1,negative,0.942673,-1,0.694418
2169,2025-02-14,ASX 200 gains on strong export performance,Times of India,Bond Market Fluctuation,Utilities,ASX 200 gains on strong export performance | Bond Market Fluctuation | Utilities | Medium | Negative | CAC 40,1,02846,0.799965,0.799965,0.0,0.0,positive,0.942392,1,0.988435
2170,2025-07-04,Government spending bill is expected to stimulate the economy,Forbes,Corporate Earnings Report,Consumer Goods,Government spending bill is expected to stimulate the economy | Corporate Earnings Report | Consumer Goods | Low | Neutral | CAC 40,1,03077,0.809647,0.809647,0.0,0.0,positive,0.913673,1,0.994585
2171,2025-03-17,Banking stocks dip after a major scandal is revealed,MarketWatch,Economic Data Release,Energy,Banking stocks dip after a major scandal is revealed | Economic Data Release | Energy | Low | Negative | Russell 2000,1,02800,0.79423,0.79423,0.0,0.0,negative,0.942514,-1,0.607087
2172,2025-06-28,Supply chain issues impact manufacturing sector earnings,Yahoo Finance,Central Bank Meeting,Consumer Goods,Supply chain issues impact manufacturing sector earnings | Central Bank Meeting | Consumer Goods | Low | Neutral | CAC 40,1,03411,0.817065,0.817065,0.0,0.0,negative,0.681805,-1,0.677795
2173,2025-06-27,Unexpected rise in unemployment fuels market pessimism,The Economist,Major Merger/Acquisition,Automotive,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Automotive | Low | Neutral | Russell 2000,1,03175,0.787975,0.787975,0.0,0.0,negative,0.913377,-1,0.608045
2174,2025-08-02,New IPO for a popular software firm is oversubscribed,Barron's,Corporate Earnings Report,Technology,New IPO for a popular software firm is oversubscribed | Corporate Earnings Report | Technology | High | Positive | IBOVESPA,1,03069,0.791973,0.791973,0.0,0.0,negative,0.952246,-1,0.603435
2175,2025-02-14,New IPO for a popular software firm is oversubscribed,Yahoo Finance,Interest Rate Change,Energy,New IPO for a popular software firm is oversubscribed | Interest Rate Change | Energy | Low | Positive | BSE Sensex,1,02836,0.911149,0.811149,0.0,0.1,negative,0.952246,-1,0.69424
2176,2025-06-30,Unexpected rise in unemployment fuels market pessimism,Economic Times,Bond Market Fluctuation,Real Estate,Unexpected rise in unemployment fuels market pessimism | Bond Market Fluctuation | Real Estate | High | Negative | Russell 2000,1,03039,0.799447,0.799447,0.0,0.0,negative,0.913377,-1,0.616898
2177,2025-05-01,Central Bank's dovish tone hints at future rate cuts,Mint,Cryptocurrency Regulation,Transportation,Central Bank's dovish tone hints at future rate cuts | Cryptocurrency Regulation | Transportation | High | Neutral | Nasdaq Composite,1,03077,0.910456,0.810456,0.0,0.1,negative,0.433879,-1,0.811699
2178,2025-03-16,Gold prices surge as investors flee riskier assets,The Hindu Business Line,Corporate Earnings Report,Retail,Gold prices surge as investors flee riskier assets | Corporate Earnings Report | Retail | Medium | Positive | S&P/TSX Composite,1,03081,0.829043,0.829043,0.0,0.0,negative,0.720289,-1,0.679755
2179,2025-02-24,Consumer confidence index reaches a decade high,Yahoo Finance,Commodity Price Shock,Media & Entertainment,Consumer confidence index reaches a decade high | Commodity Price Shock | Media & Entertainment | Low | Negative | S&P 500,1,03175,0.999366,0.799366,0.0,0.2,positive,0.863972,1,1.215222
2180,2025-07-10,Utilities sector remains stable during market fluctuations,Bloomberg,Stock Market Crash,Automotive,Utilities sector remains stable during market fluctuations | Stock Market Crash | Automotive | Low | Negative | Dow Jones,1,03175,0.793065,0.793065,0.0,0.0,positive,0.80296,1,0.952265
2181,2025-04-24,Consumer confidence index reaches a decade high,The Motley Fool,Currency Devaluation,Media & Entertainment,Consumer confidence index reaches a decade high | Currency Devaluation | Media & Entertainment | Low | Neutral | DAX,1,03165,0.820763,0.820763,0.0,0.0,positive,0.863972,1,0.998042
2182,2025-06-16,Government spending bill is expected to stimulate the economy,The Economist,Economic Data Release,Construction,Government spending bill is expected to stimulate the economy | Economic Data Release | Construction | High | Negative | CAC 40,1,03077,0.81153,0.81153,0.0,0.0,positive,0.913673,1,0.996898
2183,2025-06-21,Real Estate sector shows signs of overheating as interest rates fall,The Hindu Business Line,Regulatory Changes,Automotive,Real Estate sector shows signs of overheating as interest rates fall | Regulatory Changes | Automotive | Medium | Positive | BSE Sensex,1,03175,0.90821,0.80821,0.0,0.1,negative,0.96423,-1,0.689279
2184,2025-08-10,Automotive industry faces headwinds from rising material costs,Wall Street Journal,Inflation Data Release,Automotive,Automotive industry faces headwinds from rising material costs | Inflation Data Release | Automotive | Low | Negative | Dow Jones,1,03077,0.795636,0.795636,0.0,0.0,negative,0.968818,-1,0.602929
2185,2025-03-17,Major oil spill sends energy stocks plummeting,Mint,Major Merger/Acquisition,Pharmaceuticals,Major oil spill sends energy stocks plummeting | Major Merger/Acquisition | Pharmaceuticals | Low | Negative | Dow Jones,1,03175,0.998386,0.798386,0.0,0.2,negative,0.95815,-1,0.759235
2186,2025-02-24,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Barron's,Bond Market Fluctuation,Telecommunications,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Bond Market Fluctuation | Telecommunications | Low | NSE Nifty,1,03077,0.791798,0.791798,0.0,0.0,positive,0.870487,1,0.96411
2187,2025-03-12,China's Shanghai Composite falls after new trade restrictions,Yahoo Finance,Geopolitical Event,Materials,China's Shanghai Composite falls after new trade restrictions | Geopolitical Event | Materials | High | Neutral | DAX,1,02822,0.91119,0.81119,0.0,0.1,negative,0.949947,-1,0.694794
2188,2025-03-09,Nikkei 225 index benefits from a weaker yen,Barron's,Trade Tariffs Announcement,Media & Entertainment,Nikkei 225 index benefits from a weaker yen | Trade Tariffs Announcement | Media & Entertainment | High | Negative | Hang Seng,1,03153,0.820545,0.820545,0.0,0.0,negative,0.845792,-1,0.647042
2189,2025-06-02,"Global trade talks collapse, causing market turmoil",Yahoo Finance,Regulatory Changes,Real Estate,"Global trade talks collapse, causing market turmoil | Regulatory Changes | Real Estate | High | Negative | BSE Sensex",1,02840,0.916271,0.816271,0.0,0.1,negative,0.926468,-1,0.704047
2190,2025-02-27,New regulations on cryptocurrencies cause a market dip,Seeking Alpha,Supply Chain Disruption,Pharmaceuticals,New regulations on cryptocurrencies cause a market dip | Supply Chain Disruption | Pharmaceuticals | Medium | Neutral | ASX 200,1,03129,0.809844,0.809844,0.0,0.0,negative,0.960466,-1,0.615387
2191,2025-03-07,Automotive industry faces headwinds from rising material costs,CNBC,Economic Data Release,Transportation,Automotive industry faces headwinds from rising material costs | Economic Data Release | Transportation | High | Neutral | TSX,1,03081,0.804662,0.804662,0.0,0.0,negative,0.968818,-1,0.609769
2192,2025-03-11,UK's FTSE 100 sees a boost from favorable trade data,Financial Times,Economic Data Release,Technology,UK's FTSE 100 sees a boost from favorable trade data | Economic Data Release | Technology | Medium | Positive | KOSPI,1,03165,0.78615,0.78615,0.0,0.0,positive,0.94704,1,0.972279
2193,2025-06-05,Market sentiment turns positive on vaccine trial results,Financial Times,Stock Market Crash,Media & Entertainment,Market sentiment turns positive on vaccine trial results | Stock Market Crash | Media & Entertainment | Medium | S&P/TSX Composite,1,03165,0.800385,0.800385,0.0,0.0,positive,0.937714,1,0.988018
2194,2025-05-22,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Forbes,Market Rally,Consumer Goods,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Market Rally | Consumer Goods | Low | Negative | CAC 40,1,03169,0.785791,0.785791,0.0,0.0,positive,0.870487,1,0.956796
2195,2025-03-19,Dow Jones plunges as market fears recession,Bloomberg,Trade Tariffs Announcement,Real Estate,Dow Jones plunges as market fears recession | Trade Tariffs Announcement | Real Estate | Low | TSX,1,03169,0.797515,0.797515,0.0,0.0,negative,0.913254,-1,0.615431
2196,2025-05-16,"Global trade talks collapse, causing market turmoil",The Motley Fool,Stock Market Crash,Real Estate,"Global trade talks collapse, causing market turmoil | Stock Market Crash | Real Estate | Medium | Negative | DAX",1,02840,0.922861,0.822861,0.0,0.1,negative,0.926468,-1,0.709111
2197,2025-04-12,Government spending bill is expected to stimulate the economy,Seeking Alpha,Market Rally,Aerospace & Defense,Government spending bill is expected to stimulate the economy | Market Rally | Aerospace & Defense | Low | Negative | Hang Seng,1,03077,0.807767,0.807767,0.0,0.0,positive,0.913673,1,0.992276
2198,2025-03-28,Central Bank's dovish tone hints at future rate cuts,CNBC,Interest Rate Change,Automotive,Central Bank's dovish tone hints at future rate cuts | Interest Rate Change | Automotive | Medium | Neutral | BSE Sensex,1,03077,0.901723,0.801723,0.0,0.1,negative,0.433879,-1,0.803913
2199,2025-06-09,New IPO for a popular software firm is oversubscribed,Reuters,Economic Data Release,Energy,New IPO for a popular software firm is oversubscribed | Economic Data Release | Energy | Low | Neutral | NSE Nifty,1,03179,0.800079,0.800079,0.0,0.0,negative,0.952246,-1,0.609611
2200,2025-02-12,Semiconductor shortages weigh heavily on tech sector profits,Financial Times,Corporate Earnings Report,Industrials,Semiconductor shortages weigh heavily on tech sector profits | Corporate Earnings Report | Industrials | High | Neutral | IBOVESPA,1,03486,0.911182,0.811182,0.0,0.1,negative,0.942673,-1,0.696445
2201,2025-04-30,Market sentiment turns positive on vaccine trial results,Mint,Government Policy Announcement,Pharmaceuticals,Market sentiment turns positive on vaccine trial results | Government Policy Announcement | Pharmaceuticals | Medium | Negative | Russell 2000,1,03165,0.790371,0.790371,0.0,0.0,positive,0.937714,1,0.975656
2202,2025-06-15,Nikkei 225 index benefits from a weaker yen,MarketWatch,Economic Data Release,Pharmaceuticals,Nikkei 225 index benefits from a weaker yen | Economic Data Release | Pharmaceuticals | Low | Positive | S&P/TSX Composite,1,03153,0.812033,0.812033,0.0,0.0,negative,0.845792,-1,0.64033
2203,2025-05-01,Bond yields tumble as investors seek safe havens,Investopedia,Inflation Data Release,Consumer Goods,Bond yields tumble as investors seek safe havens | Inflation Data Release | Consumer Goods | High | Neutral | TSX,1,03077,0.824189,0.824189,0.0,0.0,negative,0.953942,-1,0.627632
2204,2025-06-09,Market sentiment turns positive on vaccine trial results,CNBC,Economic Data Release,Energy,Market sentiment turns positive on vaccine trial results | Economic Data Release | Energy | Medium | Nasdaq Composite,1,03034,0.78615,0.78615,0.0,0.0,positive,0.937714,1,0.970446
2205,2025-06-01,Mining company stock surges on commodity price boom,CNBC,Central Bank Meeting,Consumer Goods,Mining company stock surges on commodity price boom | Central Bank Meeting | Consumer Goods | High | Positive | NSE Nifty,1,03047,0.99587,0.79587,0.0,0.2,negative,0.916112,-1,0.767788
2206,2025-07-16,Automotive industry faces headwinds from rising material costs,Barron's,Commodity Price Shock,Construction,Automotive industry faces headwinds from rising material costs | Commodity Price Shock | Construction | High | Positive | S&P 500,1,03081,0.991787,0.791787,0.0,0.2,negative,0.968818,-1,0.751572
2207,2025-04-24,"Global trade talks collapse, causing market turmoil",MarketWatch,Major Merger/Acquisition,Real Estate,"Global trade talks collapse, causing market turmoil | Major Merger/Acquisition | Real Estate | High | Negative | S&P 500",1,02840,0.907456,0.807456,0.0,0.1,negative,0.926468,-1,0.697274
2208,2025-04-26,,Business Standard,Geopolitical Event,Materials,nan | Geopolitical Event | Materials | Low | Neutral | BSE Sensex,1,02836,0.811181,0.811181,0.0,0.0,neutral,0.917485,0,0.811181
2209,2025-04-27,,Investopedia,Cryptocurrency Regulation,Energy,nan | Cryptocurrency Regulation | Energy | Low | Positive | Euro Stoxx 50,1,02809,0.808536,0.808536,0.0,0.0,neutral,0.928364,0,0.808536
2210,2025-06-01,"Global trade talks collapse, causing market turmoil",Seeking Alpha,Unemployment Rate Announcement,Agriculture,"Global trade talks collapse, causing market turmoil | Unemployment Rate Announcement | Agriculture | Medium | Positive | Russell 2000",1,02840,0.907708,0.807708,0.0,0.1,negative,0.926468,-1,0.697467
2211,2025-03-03,Utilities sector remains stable during market fluctuations,Financial Times,Supply Chain Disruption,Materials,Utilities sector remains stable during market fluctuations | Supply Chain Disruption | Materials | Medium | Negative | Euro Stoxx 50,1,03175,0.794985,0.794985,0.0,0.0,positive,0.80296,1,0.95457
2212,2025-05-08,,Bloomberg,Bond Market Fluctuation,Aerospace & Defense,nan | Bond Market Fluctuation | Aerospace & Defense | Low | Positive | S&P 500,1,03077,0.817142,0.817142,0.0,0.0,neutral,0.760663,0,0.817142
2213,2025-08-03,UK's FTSE 100 sees a boost from favorable trade data,The Motley Fool,Commodity Price Shock,Agriculture,UK's FTSE 100 sees a boost from favorable trade data | Commodity Price Shock | Agriculture | Medium | Neutral | FTSE 100,1,03175,0.980436,0.780436,0.0,0.2,positive,0.94704,1,1.212564
2214,2025-08-11,Utilities sector remains stable during market fluctuations,Wall Street Journal,Bond Market Fluctuation,Utilities,Utilities sector remains stable during market fluctuations | Bond Market Fluctuation | Utilities | Medium | Positive | ASX 200,1,03175,0.802342,0.802342,0.0,0.0,positive,0.80296,1,0.963404
2215,2025-02-15,A massive data breach sends a tech company's stock tumbling,Bloomberg,Central Bank Meeting,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Central Bank Meeting | Media & Entertainment | Low | Euro Stoxx 50,1,03032,0.807316,0.807316,0.0,0.0,negative,0.890495,-1,0.627588
2216,2025-07-23,Government policy shift boosts renewable energy sector,Financial Times,Supply Chain Disruption,Aerospace & Defense,Government policy shift boosts renewable energy sector | Supply Chain Disruption | Aerospace & Defense | Low | Negative | NSE Nifty,1,03182,0.789619,0.789619,0.0,0.0,positive,0.938796,1,0.974942
2217,2025-05-18,UK's FTSE 100 sees a boost from favorable trade data,Barron's,Stock Market Crash,Pharmaceuticals,UK's FTSE 100 sees a boost from favorable trade data | Stock Market Crash | Pharmaceuticals | Medium | Negative | KOSPI,1,03165,0.793538,0.793538,0.0,0.0,positive,0.94704,1,0.981416
2218,2025-03-03,Retail sales report surpasses all forecasts,The Motley Fool,Government Policy Announcement,Materials,Retail sales report surpasses all forecasts | Government Policy Announcement | Materials | High | Negative | Euro Stoxx 50,1,03165,0.789219,0.789219,0.0,0.0,positive,0.873907,1,0.961645
2219,2025-04-29,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Financial Times,Market Rally,Energy,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Market Rally | Energy | Medium | Positive | Euro Stoxx 50,1,03448,0.781389,0.781389,0.0,0.0,positive,0.692591,1,0.916685
2220,2025-02-12,Energy company's dividend hike excites shareholders,Business Standard,Supply Chain Disruption,Media & Entertainment,Energy company's dividend hike excites shareholders | Supply Chain Disruption | Media & Entertainment | Low | S&P/TSX Composite,1,03097,0.779904,0.779904,0.0,0.0,positive,0.553236,1,0.887772
2221,2025-03-06,UK's FTSE 100 sees a boost from favorable trade data,Bloomberg,Market Rally,Utilities,UK's FTSE 100 sees a boost from favorable trade data | Market Rally | Utilities | High | Nasdaq Composite,1,03165,0.75962,0.75962,0.0,0.0,positive,0.94704,1,0.939468
2222,2025-02-01,Banking stocks dip after a major scandal is revealed,The Hindu Business Line,Regulatory Changes,Consumer Goods,Banking stocks dip after a major scandal is revealed | Regulatory Changes | Consumer Goods | High | Neutral | Nasdaq Composite,1,02800,0.799023,0.799023,0.0,0.0,negative,0.942514,-1,0.61075
2223,2025-06-11,New regulations on cryptocurrencies cause a market dip,Yahoo Finance,Unemployment Rate Announcement,Agriculture,New regulations on cryptocurrencies cause a market dip | Unemployment Rate Announcement | Agriculture | Low | Neutral | BSE Sensex,1,03077,0.81873,0.81873,0.0,0.0,negative,0.960466,-1,0.622139
2224,2025-07-19,Gold prices surge as investors flee riskier assets,MarketWatch,Government Policy Announcement,Media & Entertainment,Gold prices surge as investors flee riskier assets | Government Policy Announcement | Media & Entertainment | Low | Negative | Nikkei 225,1,03081,0.830386,0.830386,0.0,0.0,negative,0.720289,-1,0.680856
2225,2025-06-20,Real Estate sector shows signs of overheating as interest rates fall,MarketWatch,Trade Tariffs Announcement,Pharmaceuticals,Real Estate sector shows signs of overheating as interest rates fall | Trade Tariffs Announcement | Pharmaceuticals | Low | Hang Seng,1,02800,0.918378,0.818378,0.0,0.1,negative,0.96423,-1,0.696996
