news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
2114,2025-03-30,Mining company stock surges on commodity price boom,Bloomberg,Consumer Confidence Report,Transportation,Mining company stock surges on commodity price boom | Consumer Confidence Report | Transportation | High | Neutral | S&P 500,3,03175,0.986632,0.786632,0.0,0.2,negative,0.916112,-1,0.760666
2115,2025-03-08,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Supply Chain Disruption,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Supply Chain Disruption | Transportation | Medium | Negative | Shanghai Composite,1,03486,0.907853,0.807853,0.0,0.1,negative,0.942673,-1,0.693901
2115,2025-03-08,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Supply Chain Disruption,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Supply Chain Disruption | Transportation | Medium | Negative | Shanghai Composite,2,03477,0.893382,0.793382,0.0,0.1,negative,0.942673,-1,0.68284
2115,2025-03-08,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,Supply Chain Disruption,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Supply Chain Disruption | Transportation | Medium | Negative | Shanghai Composite,3,03406,0.893137,0.793137,0.0,0.1,negative,0.942673,-1,0.682653
2116,2025-03-29,Unexpected rise in unemployment fuels market pessimism,The Economist,Major Merger/Acquisition,Telecommunications,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Telecommunications | Low | Negative | ASX 200,1,02823,0.787511,0.787511,0.0,0.0,negative,0.913377,-1,0.607687
2116,2025-03-29,Unexpected rise in unemployment fuels market pessimism,The Economist,Major Merger/Acquisition,Telecommunications,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Telecommunications | Low | Negative | ASX 200,2,03039,0.786924,0.786924,0.0,0.0,negative,0.913377,-1,0.607234
2116,2025-03-29,Unexpected rise in unemployment fuels market pessimism,The Economist,Major Merger/Acquisition,Telecommunications,Unexpected rise in unemployment fuels market pessimism | Major Merger/Acquisition | Telecommunications | Low | Negative | ASX 200,3,02835,0.78514,0.78514,0.0,0.0,negative,0.913377,-1,0.605858
2117,2025-02-03,Automotive industry faces headwinds from rising material costs,Yahoo Finance,Market Rally,Healthcare,Automotive industry faces headwinds from rising material costs | Market Rally | Healthcare | Low | Neutral | S&P 500,1,03081,0.78503,0.78503,0.0,0.0,negative,0.968818,-1,0.594892
2117,2025-02-03,Automotive industry faces headwinds from rising material costs,Yahoo Finance,Market Rally,Healthcare,Automotive industry faces headwinds from rising material costs | Market Rally | Healthcare | Low | Neutral | S&P 500,2,02846,0.784493,0.784493,0.0,0.0,negative,0.968818,-1,0.594485
2117,2025-02-03,Automotive industry faces headwinds from rising material costs,Yahoo Finance,Market Rally,Healthcare,Automotive industry faces headwinds from rising material costs | Market Rally | Healthcare | Low | Neutral | S&P 500,3,03486,0.782801,0.782801,0.0,0.0,negative,0.968818,-1,0.593203
2118,2025-03-05,New housing data release shows a slowdown in market activity,Investopedia,Cryptocurrency Regulation,Real Estate,New housing data release shows a slowdown in market activity | Cryptocurrency Regulation | Real Estate | Medium | Positive | Hang Seng,1,02800,0.81875,0.81875,0.0,0.0,negative,0.970689,-1,0.620062
2118,2025-03-05,New housing data release shows a slowdown in market activity,Investopedia,Cryptocurrency Regulation,Real Estate,New housing data release shows a slowdown in market activity | Cryptocurrency Regulation | Real Estate | Medium | Positive | Hang Seng,2,03032,0.81305,0.81305,0.0,0.0,negative,0.970689,-1,0.615745
2118,2025-03-05,New housing data release shows a slowdown in market activity,Investopedia,Cryptocurrency Regulation,Real Estate,New housing data release shows a slowdown in market activity | Cryptocurrency Regulation | Real Estate | Medium | Positive | Hang Seng,3,03077,0.809477,0.809477,0.0,0.0,negative,0.970689,-1,0.613039
2119,2025-02-15,Unexpected rise in unemployment fuels market pessimism,MarketWatch,Corporate Earnings Report,Pharmaceuticals,Unexpected rise in unemployment fuels market pessimism | Corporate Earnings Report | Pharmaceuticals | Medium | Neutral | Dow Jones,1,03039,0.795706,0.795706,0.0,0.0,negative,0.913377,-1,0.614011
2119,2025-02-15,Unexpected rise in unemployment fuels market pessimism,MarketWatch,Corporate Earnings Report,Pharmaceuticals,Unexpected rise in unemployment fuels market pessimism | Corporate Earnings Report | Pharmaceuticals | Medium | Neutral | Dow Jones,2,03175,0.795303,0.795303,0.0,0.0,negative,0.913377,-1,0.6137
2119,2025-02-15,Unexpected rise in unemployment fuels market pessimism,MarketWatch,Corporate Earnings Report,Pharmaceuticals,Unexpected rise in unemployment fuels market pessimism | Corporate Earnings Report | Pharmaceuticals | Medium | Neutral | Dow Jones,3,03077,0.79045,0.79045,0.0,0.0,negative,0.913377,-1,0.609955
2120,2025-05-28,Consumer confidence index reaches a decade high,Forbes,Currency Devaluation,Retail,Consumer confidence index reaches a decade high | Currency Devaluation | Retail | Low | Neutral | KOSPI,1,03165,0.820079,0.820079,0.0,0.0,positive,0.863972,1,0.99721
2120,2025-05-28,Consumer confidence index reaches a decade high,Forbes,Currency Devaluation,Retail,Consumer confidence index reaches a decade high | Currency Devaluation | Retail | Low | Neutral | KOSPI,2,02821,0.813875,0.813875,0.0,0.0,positive,0.863972,1,0.989666
2120,2025-05-28,Consumer confidence index reaches a decade high,Forbes,Currency Devaluation,Retail,Consumer confidence index reaches a decade high | Currency Devaluation | Retail | Low | Neutral | KOSPI,3,02810,0.807179,0.807179,0.0,0.0,positive,0.863972,1,0.981524
2121,2025-04-22,Record-high inflation data rattles investors,Yahoo Finance,Economic Data Release,Utilities,Record-high inflation data rattles investors | Economic Data Release | Utilities | Medium | Positive | Nasdaq Composite,1,03077,0.816528,0.816528,0.0,0.0,negative,0.940459,-1,0.62455
2121,2025-04-22,Record-high inflation data rattles investors,Yahoo Finance,Economic Data Release,Utilities,Record-high inflation data rattles investors | Economic Data Release | Utilities | Medium | Positive | Nasdaq Composite,2,03411,0.80583,0.80583,0.0,0.0,negative,0.940459,-1,0.616367
2121,2025-04-22,Record-high inflation data rattles investors,Yahoo Finance,Economic Data Release,Utilities,Record-high inflation data rattles investors | Economic Data Release | Utilities | Medium | Positive | Nasdaq Composite,3,03081,0.805512,0.805512,0.0,0.0,negative,0.940459,-1,0.616124
2122,2025-02-28,,Seeking Alpha,Government Policy Announcement,Technology,nan | Government Policy Announcement | Technology | Medium | Negative | IBOVESPA,1,03179,0.795484,0.795484,0.0,0.0,neutral,0.826255,0,0.795484
2122,2025-02-28,,Seeking Alpha,Government Policy Announcement,Technology,nan | Government Policy Announcement | Technology | Medium | Negative | IBOVESPA,2,03169,0.795077,0.795077,0.0,0.0,neutral,0.826255,0,0.795077
2122,2025-02-28,,Seeking Alpha,Government Policy Announcement,Technology,nan | Government Policy Announcement | Technology | Medium | Negative | IBOVESPA,3,03477,0.791061,0.791061,0.0,0.0,neutral,0.826255,0,0.791061
2123,2025-03-11,Automotive industry faces headwinds from rising material costs,Bloomberg,Government Policy Announcement,Retail,Automotive industry faces headwinds from rising material costs | Government Policy Announcement | Retail | High | Negative | S&P/TSX Composite,1,03039,0.791124,0.791124,0.0,0.0,negative,0.968818,-1,0.59951
2123,2025-03-11,Automotive industry faces headwinds from rising material costs,Bloomberg,Government Policy Announcement,Retail,Automotive industry faces headwinds from rising material costs | Government Policy Announcement | Retail | High | Negative | S&P/TSX Composite,2,03081,0.790497,0.790497,0.0,0.0,negative,0.968818,-1,0.599035
2123,2025-03-11,Automotive industry faces headwinds from rising material costs,Bloomberg,Government Policy Announcement,Retail,Automotive industry faces headwinds from rising material costs | Government Policy Announcement | Retail | High | Negative | S&P/TSX Composite,3,03179,0.788681,0.788681,0.0,0.0,negative,0.968818,-1,0.597659
2124,2025-02-22,,Yahoo Finance,Supply Chain Disruption,Energy,nan | Supply Chain Disruption | Energy | Low | Negative | CAC 40,1,03179,0.800712,0.800712,0.0,0.0,negative,0.786726,-1,0.643227
2124,2025-02-22,,Yahoo Finance,Supply Chain Disruption,Energy,nan | Supply Chain Disruption | Energy | Low | Negative | CAC 40,2,03182,0.800455,0.800455,0.0,0.0,negative,0.786726,-1,0.64302
2124,2025-02-22,,Yahoo Finance,Supply Chain Disruption,Energy,nan | Supply Chain Disruption | Energy | Low | Negative | CAC 40,3,03411,0.800148,0.800148,0.0,0.0,negative,0.786726,-1,0.642774
2125,2025-02-12,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Wall Street Journal,Major Merger/Acquisition,Technology,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Major Merger/Acquisition | Technology | Medium | Neutral | Nasdaq Composite,1,03477,0.782524,0.782524,0.0,0.0,positive,0.870487,1,0.952818
2125,2025-02-12,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Wall Street Journal,Major Merger/Acquisition,Technology,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Major Merger/Acquisition | Technology | Medium | Neutral | Nasdaq Composite,2,03406,0.776971,0.776971,0.0,0.0,positive,0.870487,1,0.946057
2125,2025-02-12,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Wall Street Journal,Major Merger/Acquisition,Technology,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Major Merger/Acquisition | Technology | Medium | Neutral | Nasdaq Composite,3,03169,0.774792,0.774792,0.0,0.0,positive,0.870487,1,0.943404
2126,2025-02-17,Government spending bill is expected to stimulate the economy,Barron's,Regulatory Changes,Aerospace & Defense,Government spending bill is expected to stimulate the economy | Regulatory Changes | Aerospace & Defense | Low | Positive | DAX,1,03077,0.806402,0.806402,0.0,0.0,positive,0.913673,1,0.990599
2126,2025-02-17,Government spending bill is expected to stimulate the economy,Barron's,Regulatory Changes,Aerospace & Defense,Government spending bill is expected to stimulate the economy | Regulatory Changes | Aerospace & Defense | Low | Positive | DAX,2,03457,0.800285,0.800285,0.0,0.0,positive,0.913673,1,0.983085
2126,2025-02-17,Government spending bill is expected to stimulate the economy,Barron's,Regulatory Changes,Aerospace & Defense,Government spending bill is expected to stimulate the economy | Regulatory Changes | Aerospace & Defense | Low | Positive | DAX,3,03034,0.795867,0.795867,0.0,0.0,positive,0.913673,1,0.977657
2127,2025-03-01,E-commerce earnings report beats all analyst expectations,Business Standard,Economic Data Release,Finance,E-commerce earnings report beats all analyst expectations | Economic Data Release | Finance | High | Positive | FTSE 100,1,03489,0.782759,0.782759,0.0,0.0,positive,0.681342,1,0.916091
2127,2025-03-01,E-commerce earnings report beats all analyst expectations,Business Standard,Economic Data Release,Finance,E-commerce earnings report beats all analyst expectations | Economic Data Release | Finance | High | Positive | FTSE 100,2,03165,0.781971,0.781971,0.0,0.0,positive,0.681342,1,0.915169
2127,2025-03-01,E-commerce earnings report beats all analyst expectations,Business Standard,Economic Data Release,Finance,E-commerce earnings report beats all analyst expectations | Economic Data Release | Finance | High | Positive | FTSE 100,3,03483,0.77818,0.77818,0.0,0.0,positive,0.681342,1,0.910732
2128,2025-06-12,China's Shanghai Composite falls after new trade restrictions,Financial Times,Regulatory Changes,Real Estate,China's Shanghai Composite falls after new trade restrictions | Regulatory Changes | Real Estate | Low | Russell 2000,1,02839,0.910391,0.810391,0.0,0.1,negative,0.949947,-1,0.694185
2128,2025-06-12,China's Shanghai Composite falls after new trade restrictions,Financial Times,Regulatory Changes,Real Estate,China's Shanghai Composite falls after new trade restrictions | Regulatory Changes | Real Estate | Low | Russell 2000,2,03005,0.909037,0.809037,0.0,0.1,negative,0.949947,-1,0.693153
2128,2025-06-12,China's Shanghai Composite falls after new trade restrictions,Financial Times,Regulatory Changes,Real Estate,China's Shanghai Composite falls after new trade restrictions | Regulatory Changes | Real Estate | Low | Russell 2000,3,03167,0.907318,0.807318,0.0,0.1,negative,0.949947,-1,0.691842
2129,2025-05-16,A massive data breach sends a tech company's stock tumbling,Bloomberg,Bond Market Fluctuation,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Bond Market Fluctuation | Media & Entertainment | High | Positive | DAX,1,03448,0.820099,0.820099,0.0,0.0,negative,0.890495,-1,0.637525
2129,2025-05-16,A massive data breach sends a tech company's stock tumbling,Bloomberg,Bond Market Fluctuation,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Bond Market Fluctuation | Media & Entertainment | High | Positive | DAX,2,03032,0.818856,0.818856,0.0,0.0,negative,0.890495,-1,0.636559
2129,2025-05-16,A massive data breach sends a tech company's stock tumbling,Bloomberg,Bond Market Fluctuation,Media & Entertainment,A massive data breach sends a tech company's stock tumbling | Bond Market Fluctuation | Media & Entertainment | High | Positive | DAX,3,03129,0.814258,0.814258,0.0,0.0,negative,0.890495,-1,0.632985
2130,2025-04-05,Consumer Discretionary stocks outperform as spending increases,Barron's,Economic Data Release,Materials,Consumer Discretionary stocks outperform as spending increases | Economic Data Release | Materials | Low | Positive | S&P/TSX Composite,1,03428,0.800121,0.800121,0.0,0.0,negative,0.789037,-1,0.64229
2130,2025-04-05,Consumer Discretionary stocks outperform as spending increases,Barron's,Economic Data Release,Materials,Consumer Discretionary stocks outperform as spending increases | Economic Data Release | Materials | Low | Positive | S&P/TSX Composite,2,02846,0.797817,0.797817,0.0,0.0,negative,0.789037,-1,0.64044
2130,2025-04-05,Consumer Discretionary stocks outperform as spending increases,Barron's,Economic Data Release,Materials,Consumer Discretionary stocks outperform as spending increases | Economic Data Release | Materials | Low | Positive | S&P/TSX Composite,3,03077,0.796459,0.796459,0.0,0.0,negative,0.789037,-1,0.63935
2131,2025-03-12,Supply chain issues impact manufacturing sector earnings,Mint,Inflation Data Release,Technology,Supply chain issues impact manufacturing sector earnings | Inflation Data Release | Technology | Low | KOSPI,1,03175,0.817869,0.817869,0.0,0.0,negative,0.681805,-1,0.678462
2131,2025-03-12,Supply chain issues impact manufacturing sector earnings,Mint,Inflation Data Release,Technology,Supply chain issues impact manufacturing sector earnings | Inflation Data Release | Technology | Low | KOSPI,2,03486,0.81741,0.81741,0.0,0.0,negative,0.681805,-1,0.678081
2131,2025-03-12,Supply chain issues impact manufacturing sector earnings,Mint,Inflation Data Release,Technology,Supply chain issues impact manufacturing sector earnings | Inflation Data Release | Technology | Low | KOSPI,3,03077,0.815529,0.815529,0.0,0.0,negative,0.681805,-1,0.676521
2132,2025-02-09,Utilities sector remains stable during market fluctuations,Times of India,IPO Launch,Materials,Utilities sector remains stable during market fluctuations | IPO Launch | Materials | Medium | Negative | S&P 500,1,03129,0.798017,0.798017,0.0,0.0,positive,0.80296,1,0.958211
2132,2025-02-09,Utilities sector remains stable during market fluctuations,Times of India,IPO Launch,Materials,Utilities sector remains stable during market fluctuations | IPO Launch | Materials | Medium | Negative | S&P 500,2,02809,0.792735,0.792735,0.0,0.0,positive,0.80296,1,0.951869
2132,2025-02-09,Utilities sector remains stable during market fluctuations,Times of India,IPO Launch,Materials,Utilities sector remains stable during market fluctuations | IPO Launch | Materials | Medium | Negative | S&P 500,3,03179,0.792126,0.792126,0.0,0.0,positive,0.80296,1,0.951137
2133,2025-06-13,Major oil spill sends energy stocks plummeting,Reuters,Inflation Data Release,Real Estate,Major oil spill sends energy stocks plummeting | Inflation Data Release | Real Estate | High | Neutral | Nikkei 225,1,03097,0.820555,0.820555,0.0,0.0,negative,0.95815,-1,0.624001
2133,2025-06-13,Major oil spill sends energy stocks plummeting,Reuters,Inflation Data Release,Real Estate,Major oil spill sends energy stocks plummeting | Inflation Data Release | Real Estate | High | Neutral | Nikkei 225,2,03175,0.819113,0.819113,0.0,0.0,negative,0.95815,-1,0.622905
2133,2025-06-13,Major oil spill sends energy stocks plummeting,Reuters,Inflation Data Release,Real Estate,Major oil spill sends energy stocks plummeting | Inflation Data Release | Real Estate | High | Neutral | Nikkei 225,3,02809,0.809229,0.809229,0.0,0.0,negative,0.95815,-1,0.615388
2134,2025-06-26,Government policy shift boosts renewable energy sector,CNBC,Economic Data Release,Healthcare,Government policy shift boosts renewable energy sector | Economic Data Release | Healthcare | Low | Negative | CAC 40,1,02809,0.794342,0.794342,0.0,0.0,positive,0.938796,1,0.980773
2134,2025-06-26,Government policy shift boosts renewable energy sector,CNBC,Economic Data Release,Healthcare,Government policy shift boosts renewable energy sector | Economic Data Release | Healthcare | Low | Negative | CAC 40,2,03182,0.789395,0.789395,0.0,0.0,positive,0.938796,1,0.974665
2134,2025-06-26,Government policy shift boosts renewable energy sector,CNBC,Economic Data Release,Healthcare,Government policy shift boosts renewable energy sector | Economic Data Release | Healthcare | Low | Negative | CAC 40,3,03077,0.788715,0.788715,0.0,0.0,positive,0.938796,1,0.973826
2135,2025-08-08,Central Bank's dovish tone hints at future rate cuts,Reuters,Market Rally,Consumer Goods,Central Bank's dovish tone hints at future rate cuts | Market Rally | Consumer Goods | High | Negative | ASX 200,1,03077,0.797241,0.797241,0.0,0.0,negative,0.433879,-1,0.710765
2135,2025-08-08,Central Bank's dovish tone hints at future rate cuts,Reuters,Market Rally,Consumer Goods,Central Bank's dovish tone hints at future rate cuts | Market Rally | Consumer Goods | High | Negative | ASX 200,2,03081,0.796119,0.796119,0.0,0.0,negative,0.433879,-1,0.709764
2135,2025-08-08,Central Bank's dovish tone hints at future rate cuts,Reuters,Market Rally,Consumer Goods,Central Bank's dovish tone hints at future rate cuts | Market Rally | Consumer Goods | High | Negative | ASX 200,3,02840,0.791713,0.791713,0.0,0.0,negative,0.433879,-1,0.705836
2136,2025-05-10,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Stock Market Crash,Energy,Massive stock buyback program announced by a consumer goods company | Stock Market Crash | Energy | Medium | Neutral | IBOVESPA,1,03179,0.815626,0.815626,0.0,0.0,neutral,0.685082,0,0.815626
2136,2025-05-10,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Stock Market Crash,Energy,Massive stock buyback program announced by a consumer goods company | Stock Market Crash | Energy | Medium | Neutral | IBOVESPA,2,02809,0.807665,0.807665,0.0,0.0,neutral,0.685082,0,0.807665
2136,2025-05-10,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Stock Market Crash,Energy,Massive stock buyback program announced by a consumer goods company | Stock Market Crash | Energy | Medium | Neutral | IBOVESPA,3,03165,0.80746,0.80746,0.0,0.0,neutral,0.685082,0,0.80746
2137,2025-04-08,"Global trade talks collapse, causing market turmoil",The Economist,Cryptocurrency Regulation,Real Estate,"Global trade talks collapse, causing market turmoil | Cryptocurrency Regulation | Real Estate | High | Positive | Nikkei 225",1,02840,0.915875,0.815875,0.0,0.1,negative,0.926468,-1,0.703743
2137,2025-04-08,"Global trade talks collapse, causing market turmoil",The Economist,Cryptocurrency Regulation,Real Estate,"Global trade talks collapse, causing market turmoil | Cryptocurrency Regulation | Real Estate | High | Positive | Nikkei 225",2,03081,0.912126,0.812126,0.0,0.1,negative,0.926468,-1,0.700862
2137,2025-04-08,"Global trade talks collapse, causing market turmoil",The Economist,Cryptocurrency Regulation,Real Estate,"Global trade talks collapse, causing market turmoil | Cryptocurrency Regulation | Real Estate | High | Positive | Nikkei 225",3,03441,0.911996,0.811996,0.0,0.1,negative,0.926468,-1,0.700762
2138,2025-07-04,A massive data breach sends a tech company's stock tumbling,Bloomberg,Government Policy Announcement,Aerospace & Defense,A massive data breach sends a tech company's stock tumbling | Government Policy Announcement | Aerospace & Defense | Low | Positive | S&P 500,1,03032,0.795569,0.795569,0.0,0.0,negative,0.890495,-1,0.618456
2138,2025-07-04,A massive data breach sends a tech company's stock tumbling,Bloomberg,Government Policy Announcement,Aerospace & Defense,A massive data breach sends a tech company's stock tumbling | Government Policy Announcement | Aerospace & Defense | Low | Positive | S&P 500,2,03406,0.794417,0.794417,0.0,0.0,negative,0.890495,-1,0.617561
2138,2025-07-04,A massive data breach sends a tech company's stock tumbling,Bloomberg,Government Policy Announcement,Aerospace & Defense,A massive data breach sends a tech company's stock tumbling | Government Policy Announcement | Aerospace & Defense | Low | Positive | S&P 500,3,03477,0.793598,0.793598,0.0,0.0,negative,0.890495,-1,0.616924
2139,2025-04-03,Consumer Discretionary stocks outperform as spending increases,Forbes,Interest Rate Change,Telecommunications,Consumer Discretionary stocks outperform as spending increases | Interest Rate Change | Telecommunications | High | Positive | NSE Nifty,1,03077,0.896316,0.796316,0.0,0.1,negative,0.789037,-1,0.719509
2139,2025-04-03,Consumer Discretionary stocks outperform as spending increases,Forbes,Interest Rate Change,Telecommunications,Consumer Discretionary stocks outperform as spending increases | Interest Rate Change | Telecommunications | High | Positive | NSE Nifty,2,03032,0.894553,0.794553,0.0,0.1,negative,0.789037,-1,0.718094
2139,2025-04-03,Consumer Discretionary stocks outperform as spending increases,Forbes,Interest Rate Change,Telecommunications,Consumer Discretionary stocks outperform as spending increases | Interest Rate Change | Telecommunications | High | Positive | NSE Nifty,3,02846,0.890595,0.790595,0.0,0.1,negative,0.789037,-1,0.714917
2140,2025-02-03,Financial services stocks rally on strong profit margins,Economic Times,Geopolitical Event,Consumer Goods,Financial services stocks rally on strong profit margins | Geopolitical Event | Consumer Goods | Low | TSX,1,03165,0.799967,0.799967,0.0,0.0,positive,0.883444,1,0.976649
2140,2025-02-03,Financial services stocks rally on strong profit margins,Economic Times,Geopolitical Event,Consumer Goods,Financial services stocks rally on strong profit margins | Geopolitical Event | Consumer Goods | Low | TSX,2,03074,0.794445,0.794445,0.0,0.0,positive,0.883444,1,0.969907
2140,2025-02-03,Financial services stocks rally on strong profit margins,Economic Times,Geopolitical Event,Consumer Goods,Financial services stocks rally on strong profit margins | Geopolitical Event | Consumer Goods | Low | TSX,3,02846,0.793988,0.793988,0.0,0.0,positive,0.883444,1,0.969349
2141,2025-02-10,New housing data release shows a slowdown in market activity,Mint,Bond Market Fluctuation,Healthcare,New housing data release shows a slowdown in market activity | Bond Market Fluctuation | Healthcare | Medium | Positive | Dow Jones,1,03077,0.806071,0.806071,0.0,0.0,negative,0.970689,-1,0.61046
2141,2025-02-10,New housing data release shows a slowdown in market activity,Mint,Bond Market Fluctuation,Healthcare,New housing data release shows a slowdown in market activity | Bond Market Fluctuation | Healthcare | Medium | Positive | Dow Jones,2,03165,0.799035,0.799035,0.0,0.0,negative,0.970689,-1,0.605131
2141,2025-02-10,New housing data release shows a slowdown in market activity,Mint,Bond Market Fluctuation,Healthcare,New housing data release shows a slowdown in market activity | Bond Market Fluctuation | Healthcare | Medium | Positive | Dow Jones,3,03428,0.793578,0.793578,0.0,0.0,negative,0.970689,-1,0.600999
2142,2025-03-07,,Business Standard,Cryptocurrency Regulation,Healthcare,nan | Cryptocurrency Regulation | Healthcare | Medium | Negative | Nasdaq Composite,1,03034,0.806205,0.806205,0.0,0.0,neutral,0.794831,0,0.806205
2142,2025-03-07,,Business Standard,Cryptocurrency Regulation,Healthcare,nan | Cryptocurrency Regulation | Healthcare | Medium | Negative | Nasdaq Composite,2,03077,0.805433,0.805433,0.0,0.0,neutral,0.794831,0,0.805433
2142,2025-03-07,,Business Standard,Cryptocurrency Regulation,Healthcare,nan | Cryptocurrency Regulation | Healthcare | Medium | Negative | Nasdaq Composite,3,03411,0.803986,0.803986,0.0,0.0,neutral,0.794831,0,0.803986
2143,2025-07-03,UK's FTSE 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Energy,UK's FTSE 100 sees a boost from favorable trade data | Government Policy Announcement | Energy | Medium | Positive | Shanghai Composite,1,03085,0.777816,0.777816,0.0,0.0,positive,0.94704,1,0.961972
2143,2025-07-03,UK's FTSE 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Energy,UK's FTSE 100 sees a boost from favorable trade data | Government Policy Announcement | Energy | Medium | Positive | Shanghai Composite,2,03165,0.772728,0.772728,0.0,0.0,positive,0.94704,1,0.955679
2143,2025-07-03,UK's FTSE 100 sees a boost from favorable trade data,MarketWatch,Government Policy Announcement,Energy,UK's FTSE 100 sees a boost from favorable trade data | Government Policy Announcement | Energy | Medium | Positive | Shanghai Composite,3,03041,0.772122,0.772122,0.0,0.0,positive,0.94704,1,0.95493
2144,2025-03-04,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Major Merger/Acquisition,Materials,Nikkei 225 index benefits from a weaker yen | Major Merger/Acquisition | Materials | High | KOSPI,1,03153,0.821216,0.821216,0.0,0.0,negative,0.845792,-1,0.647572
2144,2025-03-04,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Major Merger/Acquisition,Materials,Nikkei 225 index benefits from a weaker yen | Major Merger/Acquisition | Materials | High | KOSPI,2,03486,0.815581,0.815581,0.0,0.0,negative,0.845792,-1,0.643128
2144,2025-03-04,Nikkei 225 index benefits from a weaker yen,Wall Street Journal,Major Merger/Acquisition,Materials,Nikkei 225 index benefits from a weaker yen | Major Merger/Acquisition | Materials | High | KOSPI,3,02830,0.812983,0.812983,0.0,0.0,negative,0.845792,-1,0.641079
2145,2025-05-08,Energy company's dividend hike excites shareholders,Investopedia,Inflation Data Release,Telecommunications,Energy company's dividend hike excites shareholders | Inflation Data Release | Telecommunications | High | Neutral | S&P/TSX Composite,1,03097,0.789321,0.789321,0.0,0.0,positive,0.553236,1,0.898491
2145,2025-05-08,Energy company's dividend hike excites shareholders,Investopedia,Inflation Data Release,Telecommunications,Energy company's dividend hike excites shareholders | Inflation Data Release | Telecommunications | High | Neutral | S&P/TSX Composite,2,03406,0.783635,0.783635,0.0,0.0,positive,0.553236,1,0.892019
2145,2025-05-08,Energy company's dividend hike excites shareholders,Investopedia,Inflation Data Release,Telecommunications,Energy company's dividend hike excites shareholders | Inflation Data Release | Telecommunications | High | Neutral | S&P/TSX Composite,3,03477,0.78261,0.78261,0.0,0.0,positive,0.553236,1,0.890852
2146,2025-05-11,Financial sector bracing for new capital requirements,Business Standard,Commodity Price Shock,Real Estate,Financial sector bracing for new capital requirements | Commodity Price Shock | Real Estate | High | Neutral | KOSPI,1,03081,1.015013,0.815013,0.0,0.2,negative,0.87031,-1,0.794169
2146,2025-05-11,Financial sector bracing for new capital requirements,Business Standard,Commodity Price Shock,Real Estate,Financial sector bracing for new capital requirements | Commodity Price Shock | Real Estate | High | Neutral | KOSPI,2,03077,0.927837,0.827837,0.0,0.1,negative,0.87031,-1,0.72596
2146,2025-05-11,Financial sector bracing for new capital requirements,Business Standard,Commodity Price Shock,Real Estate,Financial sector bracing for new capital requirements | Commodity Price Shock | Real Estate | High | Neutral | KOSPI,3,03411,0.922385,0.822385,0.0,0.1,negative,0.87031,-1,0.721695
2147,2025-03-19,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,IPO Launch,Media & Entertainment,Quarterly report shows surprising losses for retail giants | IPO Launch | Media & Entertainment | High | Positive | TSX,1,03032,0.79544,0.79544,0.0,0.0,negative,0.808206,-1,0.63472
2147,2025-03-19,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,IPO Launch,Media & Entertainment,Quarterly report shows surprising losses for retail giants | IPO Launch | Media & Entertainment | High | Positive | TSX,2,02800,0.793159,0.793159,0.0,0.0,negative,0.808206,-1,0.6329
2147,2025-03-19,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,IPO Launch,Media & Entertainment,Quarterly report shows surprising losses for retail giants | IPO Launch | Media & Entertainment | High | Positive | TSX,3,03175,0.791592,0.791592,0.0,0.0,negative,0.808206,-1,0.63165
2148,2025-02-24,Government spending bill is expected to stimulate the economy,CNBC,Commodity Price Shock,Real Estate,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Real Estate | Medium | Negative | Russell 2000,1,03081,0.998211,0.798211,0.0,0.2,positive,0.913673,1,1.226221
2148,2025-02-24,Government spending bill is expected to stimulate the economy,CNBC,Commodity Price Shock,Real Estate,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Real Estate | Medium | Negative | Russell 2000,2,02840,0.990933,0.790933,0.0,0.2,positive,0.913673,1,1.21728
